ISBN,Book_avg_rating,Book_rating_count,Book_rating_std,Year_Of_Publication,Publisher,Genre,Title_Author_combined,Genre_grouped
0446525502,3.1857142857142855,70,3.1857142857142855,2000,Warner Books,Romance,The Rescue Nicholas Sparks,Romance
0385500769,5.0,2,5.0,1999,Doubleday Books,Fiction,A Map of the World Jane Hamilton,Fiction
0670892963,3.264705882352941,102,3.264705882352941,2000,Viking Books,Romance,Bridget Jones : The Edge of Reason Helen Fielding,Romance
0316789089,3.095890410958904,73,3.095890410958904,1999,"Little, Brown",Unknown,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)) Anita Shreve,Unknown
0425184129,2.951219512195122,41,2.951219512195122,2002,Berkley Publishing Group,Humor,Big Trouble Dave Barry,Drama_Humor
0151001006,3.8846153846153846,26,3.8846153846153846,1994,Harcourt,Historical Fiction,Snow Falling on Cedars David Guterson,Historical
0385505833,3.992857142857143,140,3.992857142857143,2001,Doubleday,Fiction,Skipping Christmas JOHN GRISHAM,Fiction
0679442790,2.716666666666667,60,2.716666666666667,1997,Random House,Fiction,The Reader Bernhard Schlink,Fiction
0609605925,4.266666666666667,15,4.266666666666667,2000,Crown,Romance,Angel Falls KRISTIN HANNAH,Romance
0743206045,2.4925373134328357,67,2.4925373134328357,2002,Simon &amp; Schuster,Thriller,Daddy's Little Girl Mary Higgins Clark,Thriller_Mystery
0743406176,3.048780487804878,41,3.048780487804878,2000,Atria,Romance,If Only It Were True Marc Levy,Romance
0446523569,3.161290322580645,62,3.161290322580645,1998,Warner Books,Romance,Message in a Bottle Nicholas Sparks,Romance
0679450440,0.9642857142857143,28,0.9642857142857143,2000,Random House Inc,Legal Thriller,Protect and Defend Richard North Patterson,Thriller_Mystery
0446527793,2.625,64,2.625,2003,Warner Books,Romance,The Guardian Nicholas Sparks,Romance
0446531332,3.4646464646464645,99,3.4646464646464645,2002,Warner Books,Romance,Nights in Rodanthe Nicholas Sparks,Romance
0385420161,3.2142857142857144,98,3.2142857142857144,1992,Doubleday Books,Unknown,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies Laura Esquivel",Unknown
0345339711,3.9416058394160585,137,3.9416058394160585,1986,Del Rey,Unknown,"The Two Towers (The Lord of the Rings, Part 2) J.R.R. TOLKIEN",Unknown
0399147128,2.475,40,2.475,2001,Putnam Publishing Group,Romance,The Villa Nora Roberts,Romance
0316969443,2.900990099009901,101,2.900990099009901,2001,"Little, Brown",Romance,Suzanne's Diary for Nicholas James Patterson,Romance
0743230051,2.8076923076923075,26,2.8076923076923075,2001,Scribner,Mystery,He Sees You When You're Sleeping : A Novel Mary Higgins Clark,Thriller_Mystery
0316693200,3.3333333333333335,93,3.3333333333333335,2002,"Little, Brown",Crime,2nd Chance James Patterson,Thriller_Mystery
0064407667,3.3011363636363638,176,3.3011363636363638,1999,HarperCollins,Unknown,"The Bad Beginning (A Series of Unfortunate Events, Book 1) Lemony Snicket",Unknown
0316776963,3.240816326530612,245,3.240816326530612,2001,Back Bay Books,Humor,Me Talk Pretty One Day David Sedaris,Drama_Humor
0451181379,1.9134615384615385,104,1.9134615384615385,1994,Signet Book,Thriller,The Door to December Dean R. Koontz,Thriller_Mystery
0446300101,1.25,24,1.25,1986,Warner Books,Fiction,"The Beans of Egypt, Maine Carolyn Chute",Fiction
0425142485,1.8461538461538463,78,1.8461538461538463,1994,Berkley Publishing Group,Horror,The Funhouse Dean R. Koontz,Horror
0786886463,2.8684210526315788,38,2.8684210526315788,2001,Miramax,Fiction,A Density of Souls Christopher Rice,Fiction
0345403339,5.083333333333333,12,5.083333333333333,1996,Ballantine Books,Fiction,Saving Grace LEE SMITH,Fiction
038529929X,2.7386363636363638,88,2.7386363636363638,1999,Del Sol Press,Thriller,Hannibal Thomas Harris,Thriller_Mystery
1573229571,3.5384615384615383,78,3.5384615384615383,2002,Riverhead Books,Unknown,About a Boy (Movie Tie-In) Nick Hornby,Unknown
0743211383,3.411764705882353,68,3.411764705882353,2001,Scribner,Horror,Dreamcatcher Stephen King,Horror
0451205421,2.183098591549296,71,2.183098591549296,2002,Signet Book,Thriller,The Door to December Dean R. Koontz,Thriller_Mystery
0440218535,1.85,80,1.85,1997,Island,Mystery,Smilla's Sense of Snow Peter Hoeg,Thriller_Mystery
0439221730,4.0,1,4.0,2002,Scholastic Paperbacks,Fiction,Trial by Fire Rachel Roberts,Fiction
0345391802,3.897727272727273,88,3.897727272727273,1995,Ballantine Books,Science Fiction,The Hitchhiker's Guide to the Galaxy Douglas Adams,SciFi_Fantasy
0440219078,3.366336633663366,101,3.366336633663366,1994,Laure Leaf,Unknown,The Giver (21st Century Reference) LOIS LOWRY,Unknown
0451155750,2.7777777777777777,63,2.7777777777777777,2004,Signet Book,Horror,The Dead Zone Stephen King,Horror
0786890436,2.611940298507463,67,2.611940298507463,2002,Hyperion Press,Unknown,The Diary of Ellen Rimbauer: My Life at Rose Red Ellen Rimbauer,Unknown
0380820447,1.8333333333333333,60,1.8333333333333333,2002,Avon Trade,Romance,"For Better, for Worse: A Novel Carole Matthews",Romance
0451454243,2.0526315789473686,57,2.0526315789473686,1995,Roc,Fantasy,The Forest House Marion Zimmer Bradley,SciFi_Fantasy
0312853238,3.0,8,3.0,1992,Tor Books,Unknown,Ender's Game (Ender Wiggins Saga (Paperback)) Orson Scott Card,Unknown
0425161722,1.40625,64,1.40625,1999,Berkley Publishing Group,Thriller,Net Force Tom Clancy,Thriller_Mystery
0385493800,3.1375,80,3.1375,1999,Doubleday Books,Religious Non-fiction,The Testament John Grisham,Non_Fiction
0440211727,2.54,400,2.54,1992,Dell,Legal Thriller,A Time to Kill JOHN GRISHAM,Thriller_Mystery
0380002450,2.450980392156863,51,2.450980392156863,1982,Avon,Classic,Awakening Kate Chopin,Fiction
0425134350,1.5869565217391304,46,1.5869565217391304,1992,Berkley Publishing Group,Thriller,Patriot Games Tom Clancy,Thriller_Mystery
044661162X,3.1636363636363636,55,3.1636363636363636,2003,Warner Books,Crime,Chasing the Dime Michael Connelly,Thriller_Mystery
0515122408,2.1707317073170733,41,2.1707317073170733,1998,Jove Books,Mystery,The Cat Who Tailed a Thief Lilian Jackson Braun,Thriller_Mystery
038533334X,2.6129032258064515,93,2.6129032258064515,1999,Delta,Fiction,Charming Billy Alice McDermott,Fiction
0345404777,0.8769230769230769,65,0.8769230769230769,1999,Ballantine Books,Legal Thriller,No Safe Place RICHARD NORTH PATTERSON,Thriller_Mystery
0440224829,1.1206896551724137,58,1.1206896551724137,2000,"Random House, Inc.",Romance,Granny Dan DANIELLE STEEL,Romance
0515134368,1.7307692307692308,52,1.7307692307692308,2004,Jove Books,Romance,The Penwyth Curse Catherine Coulter,Romance
0553212583,2.609375,64,2.609375,1983,Bantam,Classic,Wuthering Heights EMILY BRONTE,Fiction
0446364762,1.9791666666666667,48,1.9791666666666667,1993,Warner Books,Fiction,The Stars Shine Down Sidney Sheldon,Fiction
0425166619,2.4305555555555554,72,2.4305555555555554,1999,Berkley Publishing Group,Medical Thriller,Toxin Robin Cook,Thriller_Mystery
061312975X,0.0,2,0.0,1999,Sagebrush Bound,Religious Fiction,This Present Darkness Frank E. Peretti,Religious
0765341972,2.314814814814815,54,2.314814814814815,2002,Tor Books,Horror,The Mothman Prophecies John A. Keel,Horror
0553561618,1.8461538461538463,117,1.8461538461538463,1994,Bantam,Thriller,Dark Paradise TAMI HOAG,Thriller_Mystery
0312422156,3.4554455445544554,101,3.4554455445544554,2003,Picador,Fiction,Middlesex: A Novel Jeffrey Eugenides,Fiction
0140065172,1.173913043478261,23,1.173913043478261,1993,Penguin Books,Fiction,Ordinary People Judith Guest,Fiction
044022165X,2.289285714285714,280,2.289285714285714,1996,Dell,Legal Thriller,The Rainmaker JOHN GRISHAM,Thriller_Mystery
0399143165,1.3333333333333333,30,1.3333333333333333,1998,Putnam Pub Group,Medical Thriller,Toxin Robin Cook,Thriller_Mystery
0425124347,2.458715596330275,109,2.458715596330275,1994,Berkley Publishing Group,Horror,The Bad Place Dean R. Koontz,Horror
0312282990,2.9911504424778763,113,2.9911504424778763,2001,Picador,Historical Fiction,The Amazing Adventures of Kavalier &amp; Clay Michael Chabon,Historical
0394820371,3.5168539325842696,89,3.5168539325842696,1993,Yearling Books,Fantasy,The Phantom Tollbooth Norton Juster,SciFi_Fantasy
0449134482,1.11,100,1.11,1990,Fawcett Books,Historical Fiction,Dances With Wolves Michael Blake,Historical
0345348036,3.5737704918032787,122,3.5737704918032787,1987,Del Rey,Unknown,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure WILLIAM GOLDMAN,Unknown
0553568760,1.9636363636363636,55,1.9636363636363636,1995,Bantam Books,Medical Thriller,Natural Causes Michael Palmer,Thriller_Mystery
034538184X,1.3076923076923077,91,1.3076923076923077,1995,Ballantine Books,Legal Thriller,Degree of Guilt Richard North Patterson,Thriller_Mystery
0805062971,4.1454545454545455,55,4.1454545454545455,1999,Owl Books,Fiction,Fight Club Chuck Palahniuk,Fiction
0553211412,2.3636363636363638,11,2.3636363636363638,1983,Bantam,Classic,Wuthering Heights Emily Bronte,Fiction
0671510053,3.0093457943925235,214,3.0093457943925235,1994,Scribner,Unknown,SHIPPING NEWS Annie Proulx,Unknown
0385334036,2.048780487804878,41,2.048780487804878,2001,Delacorte Press,Romance,The Smoke Jumper Nicholas Evans,Romance
055321313X,3.4473684210526314,114,3.4473684210526314,1982,Bantam Classics,Unknown,Anne of Green Gables (Anne of Green Gables Novels (Paperback)) L.M. MONTGOMERY,Unknown
0874067391,0.0,1,0.0,1996,Pages Publishing Group,Children,A Little Princess Frances Hodgson  Burnett,Children
0743237188,2.653631284916201,179,2.653631284916201,2002,Touchstone,Unknown,Fall On Your Knees (Oprah #45) Ann-Marie MacDonald,Unknown
0553586122,2.3461538461538463,78,2.3461538461538463,2002,Bantam Books,Thriller,Reap the Wind Iris Johansen,Thriller_Mystery
0553584510,2.739130434782609,69,2.739130434782609,2003,Bantam,Thriller,The Survivors Club LISA GARDNER,Thriller_Mystery
0440216842,1.0303030303030303,33,1.0303030303030303,1998,Dell,Fiction,The Carousel Belva Plain,Fiction
0345443284,1.9539748953974896,239,1.9539748953974896,1999,Ballantine Books,Fiction,While I Was Gone Sue Miller,Fiction
0156001942,1.0714285714285714,14,1.0714285714285714,1995,Harvest Books,Fantasy,Winter's Tale Mark Helprin,SciFi_Fantasy
0140253602,2.4285714285714284,21,2.4285714285714284,1996,Penguin Books,Fiction,Felicia's Journey William Trevor,Fiction
0671789422,2.4166666666666665,60,2.4166666666666665,1993,Pocket,Fiction,Possessing the Secret of Joy Alice Walker,Fiction
0679732764,4.166666666666667,30,4.166666666666667,1995,Vintage Books USA,Classic,Invisible Man Ralph Ellison,Fiction
0553273914,2.482142857142857,112,2.482142857142857,1986,Bantam Books,Historical Fiction,The House of the Spirits Isabel Allende,Historical
039592720X,4.0,63,4.0,1999,Houghton Mifflin Co,Fiction,Interpreter of Maladies Jhumpa Lahiri,Fiction
0060928336,2.706720977596741,491,2.706720977596741,1997,Perennial,Fiction,Divine Secrets of the Ya-Ya Sisterhood: A Novel Rebecca Wells,Fiction
0671003755,2.921311475409836,305,2.921311475409836,1996,Washington Square Press,Unknown,She's Come Undone (Oprah's Book Club (Paperback)) Wally Lamb,Unknown
0684844729,2.3333333333333335,9,2.3333333333333335,1997,Simon &amp; Schuster,Unknown,STONES FROM THE RIVER Ursula Hegi,Unknown
038001503X,2.5,32,2.5,1970,Avon Books,Magical Realism,One Hundred Years of Solitude Gabriel Garcia Marquez,SciFi_Fantasy
0440215625,4.339449541284404,109,4.339449541284404,1993,Dell,Romance,Dragonfly in Amber DIANA GABALDON,Romance
0316777730,4.285714285714286,84,4.285714285714286,1998,Back Bay Books,Humor,Naked David Sedaris,Drama_Humor
0140042393,3.15,60,3.15,1976,Penguin USA,Classic,The Grapes of Wrath John Steinbeck,Fiction
0446601241,2.425414364640884,181,2.425414364640884,1995,Warner Books,Thriller,Kiss the Girls James Patterson,Thriller_Mystery
0451124340,2.9444444444444446,54,2.9444444444444446,1983,Penguin Putnam~mass,Horror,Different Seasons Stephen King,Horror
0345384466,2.864130434782609,184,2.864130434782609,1993,Ballantine Books,Unknown,The Witching Hour (Lives of the Mayfair Witches) ANNE RICE,Unknown
0446604801,2.3401360544217686,147,2.3401360544217686,1997,Warner Books,Unknown,Jack &amp; Jill (Alex Cross Novels) James Patterson,Unknown
0345422392,1.9607843137254901,51,1.9607843137254901,2001,Ballantine Books,Unknown,Vittorio the Vampire: New Tales of the Vampires Anne Rice,Unknown
0679734775,3.2134831460674156,89,3.2134831460674156,1991,Vintage,Unknown,The House on Mango Street (Vintage Contemporaries) SANDRA CISNEROS,Unknown
0141001771,2.8823529411764706,34,2.8823529411764706,2001,Penguin Books,Unknown,Welcome to My Planet: Where English Is Sometimes Spoken Shannon Olson,Unknown
006019491X,2.564516129032258,62,2.564516129032258,1999,HarperCollins,Unknown,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)) Isabel Allende,Unknown
0380789035,3.1448598130841123,214,3.1448598130841123,2002,HarperTorch,Fantasy,American Gods Neil Gaiman,SciFi_Fantasy
0060964049,3.0625,64,3.0625,1989,Perennial,Unknown,"Tales of the City (Tales of the City Series, V. 1) Armistead Maupin",Unknown
0440206154,3.018867924528302,265,3.018867924528302,2000,Dell Publishing Company,Thriller,Red Dragon Thomas Harris,Thriller_Mystery
0345370775,3.068870523415978,363,3.068870523415978,1999,Ballantine Books,Science Fiction,Jurassic Park Michael Crichton,SciFi_Fantasy
0373484224,2.3,90,2.3,2000,Silhouette,Unknown,Stanislaski Brothers (Silhouette Promo) Nora Roberts,Unknown
0380789019,3.662420382165605,157,3.662420382165605,1998,Avon,Fantasy,Neverwhere Neil Gaiman,SciFi_Fantasy
0380018179,2.514450867052023,173,2.514450867052023,1978,Avon,Historical Fiction,The Thorn Birds Colleen McCullough,Historical
067101420X,2.111111111111111,81,2.111111111111111,2002,Pocket,Unknown,"Forever... : A Novel of Good and Evil, Love and Hope Jude Deveraux",Unknown
0679457313,2.5625,48,2.5625,1997,Random House Inc,Literary Fiction,The God of Small Things Arundhati Roy,Fiction
0553571656,2.984375,64,2.984375,1996,Bantam,Mystery,The Beekeeper's Apprentice LAURIE R. KING,Thriller_Mystery
0786866276,1.8867924528301887,53,1.8867924528301887,1999,Hyperion,Fiction,Mother of Pearl Melinda Haynes,Fiction
0385720920,2.6507936507936507,63,2.6507936507936507,2002,Anchor,Fiction,Choke CHUCK PALAHNIUK,Fiction
0380813815,3.7777777777777777,108,3.7777777777777777,2003,Perennial,Unknown,"Lamb : The Gospel According to Biff, Christ's Childhood Pal Christopher Moore",Unknown
0140099832,1.6363636363636365,33,1.6363636363636365,1990,Penguin/Puffin Mass Market (Mm),Fiction,Lake Wobegon Days Garrison Keillor,Fiction
0385314744,2.588235294117647,34,2.588235294117647,1996,Delacorte Press,Unknown,Rush Limbaugh Is a Big Fat Idiot: And Other Observations Al Franken,Unknown
0553052845,0.0,3,0.0,1988,Bantam Dell Pub Group,Fiction,Rubyfruit Jungle Rita Mae Brown,Fiction
0439404371,3.2063492063492065,63,3.2063492063492065,2002,Scholastic,Fantasy,The Thief Lord Cornelia Funke,SciFi_Fantasy
1573225789,3.6136363636363638,132,3.6136363636363638,1997,Riverhead Books,Unknown,The Color of Water: A Black Man's Tribute to His White Mother James McBride,Unknown
0345331605,5.4,5,5.4,1988,Ballantine Books,Fantasy,Dragonsdawn Anne McCaffrey,SciFi_Fantasy
0553296981,4.886956521739131,115,4.886956521739131,1993,Bantam,Biography,Anne Frank: The Diary of a Young Girl ANNE FRANK,Non_Fiction
0345290240,2.111111111111111,9,2.111111111111111,1980,Ballantine Books,Fantasy,Sword of Shannara Terry Brooks,SciFi_Fantasy
0451169530,4.25,104,4.25,1991,Signet Book,Unknown,The Stand: Complete and Uncut Stephen King,Unknown
067168390X,3.0588235294117645,51,3.0588235294117645,1988,Pocket,Historical Fiction,Lonesome Dove Larry McMurtry,Historical
0385335881,3.6163522012578615,159,3.6163522012578615,2002,Delta,Unknown,Shopaholic Takes Manhattan (Summer Display Opportunity) Sophie Kinsella,Unknown
0385335482,3.2751937984496124,258,3.2751937984496124,2001,Delta,Unknown,Confessions of a Shopaholic (Summer Display Opportunity) SOPHIE KINSELLA,Unknown
0553258001,2.8823529411764706,68,2.8823529411764706,1986,Bantam Books,Fiction,The Cider House Rules John Irving,Fiction
0805063889,4.543478260869565,46,4.543478260869565,2001,Metropolitan Books,Unknown,Nickel and Dimed: On (Not) Getting By in America Barbara Ehrenreich,Unknown
0553582658,1.3333333333333333,69,1.3333333333333333,2002,Bantam Books,Romance,Summer Light Luanne Rice,Romance
0373218400,1.375,88,1.375,2002,Silhouette,Romance,Table For Two Nora Roberts,Romance
0441003257,3.6363636363636362,110,3.6363636363636362,1996,Ace Books,Fantasy,Good Omens Neil Gaiman,SciFi_Fantasy
0451202503,2.4081632653061225,49,2.4081632653061225,2002,Signet Book,Unknown,The Songcatcher: A Ballad Novel Sharyn McCrumb,Unknown
0446606812,2.091254752851711,263,2.091254752851711,1999,Warner Vision,Romance,Message in a Bottle Nicholas Sparks,Romance
0671028375,2.4693877551020407,98,2.4693877551020407,2002,Pocket,Thriller,Fatal Voyage Kathy Reichs,Thriller_Mystery
0451181468,1.6785714285714286,28,1.6785714285714286,1995,Signet Book,Thriller,Praying for Sleep Jeffery Deaver,Thriller_Mystery
0399149759,3.5,18,3.5,2003,Putnam Publishing Group,Mystery,Flashback Nevada Barr,Thriller_Mystery
0399146008,3.323529411764706,34,3.323529411764706,2001,G. P. Putnam's Sons,Medical Thriller,Shock Robin Cook,Thriller_Mystery
0060930535,2.73462783171521,309,2.73462783171521,1999,Perennial,Fiction,The Poisonwood Bible: A Novel Barbara Kingsolver,Fiction
0375702709,2.6076923076923078,130,2.6076923076923078,1997,Vintage Books USA,Unknown,A Lesson Before Dying (Vintage Contemporaries (Paperback)) Ernest J. Gaines,Unknown
0671038184,2.3557046979865772,149,2.3557046979865772,1999,Washington Square Press,Fiction,Jewel Bret Lott,Fiction
0060916508,4.328947368421052,76,4.328947368421052,1990,Perennial,Classic,Their Eyes Were Watching God: A Novel Zora Neale Hurston,Fiction
0590542443,3.7142857142857144,7,3.7142857142857144,2000,Scholastic Press,Unknown,"The Amber Spyglass (His Dark Materials, Book 3) Philip Pullman",Unknown
0590112899,3.8372093023255816,43,3.8372093023255816,1998,Scholastic Point,Unknown,"The Subtle Knife (His Dark Materials, Book 2) Philip Pullman",Unknown
0590660543,3.259259259259259,54,3.259259259259259,1998,Scholastic Point,Unknown,Northern Lights (His Dark Materials S.) Philip Pullman,Unknown
